;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana
72824;03/02/2024;2.29 2.28 4 1;73;44;23;18;19;25;29;75;169;219;272;288;251;208;196;164;197;204;188;209;160;67;93;164;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Sabato
72825;03/02/2024;2.30 0.127 2 1;1866;1172;754;467;328;291;315;780;1018;1254;1520;1600;1862;1635;1493;1578;1543;1791;1863;2130;1639;852;897;1178;188;1;spira;580;6122;45190;VIALE SANDRO PERTINI;13345;13882;4000/343434;A;16;S;157;11.309.082.303.102;445.053.154.347.885;44.5053154347885, 11.309082303102;466;Sabato
72826;03/02/2024;2.30 2.29 4 1;94;71;39;36;30;32;51;76;155;193;249;252;257;236;205;183;222;218;223;232;222;113;109;149;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Sabato
72827;03/02/2024;2.30 2.30 6 1;283;121;64;33;61;108;288;454;606;668;780;654;887;764;445;370;702;841;829;821;628;327;423;727;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Sabato
72828;03/02/2024;2.30 2.31 8 1;41;29;17;16;20;33;29;50;54;43;50;54;50;49;56;63;38;54;58;57;56;25;25;30;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Sabato
72830;03/02/2024;2.33 0.127 6 1;91;53;31;18;19;30;59;146;199;247;288;330;350;275;206;230;254;305;282;251;232;123;137;301;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Sabato
72833;03/02/2024;2.35 1.9 2 1;142;88;61;22;33;57;42;120;185;278;348;340;369;304;221;280;325;379;354;332;325;220;172;241;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Sabato
72835;03/02/2024;2.35 2.38 8 1;210;111;83;44;49;66;120;317;382;555;702;875;858;580;528;601;648;635;577;509;467;292;293;437;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Sabato
72837;03/02/2024;2.82 2.19 8 1;43;21;10;10;1;10;25;58;93;89;135;115;110;124;108;83;92;118;170;256;151;66;71;107;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Sabato
72977;04/02/2024;0.127 2.10 8 1;49;26;13;7;2;3;9;12;26;32;65;93;91;55;49;78;87;87;92;79;60;23;31;20;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Domenica
72980;04/02/2024;0.127 2.18 8 1;665;288;166;109;102;103;163;264;552;923;1267;1388;1469;1053;1217;1600;1630;1671;1542;1294;899;592;488;399;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Domenica
72994;04/02/2024;0.127 2.73 6 1;99;80;42;16;18;18;20;43;109;191;268;297;346;217;202;225;282;253;273;172;117;97;80;87;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Domenica
72995;04/02/2024;0.127 2.82 8 1;35;10;9;2;4;7;15;19;31;57;90;95;87;72;55;77;77;77;75;82;72;42;42;19;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Domenica
73099;04/02/2024;2.2 2.2 4 1;123;73;47;16;13;17;15;23;78;126;186;261;233;152;132;175;182;173;206;224;158;112;97;69;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Domenica
73114;04/02/2024;2.18 2.19 8 1;701;308;178;112;107;110;163;263;500;873;1257;1424;1569;1098;1234;1555;1710;1733;1570;1362;948;623;499;421;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Domenica
73115;04/02/2024;2.19 0.127 8 1;120;62;27;16;15;8;33;59;113;217;273;303;374;287;283;328;313;328;312;317;251;131;156;80;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Domenica
73120;04/02/2024;2.21 2.10 6 1;522;329;169;99;85;70;113;155;276;462;709;769;930;679;754;915;997;1076;1039;915;707;419;361;331;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Domenica
73121;04/02/2024;2.21 2.35 8 1;878;523;285;156;93;122;138;267;523;878;1229;1472;1576;1169;1198;1553;1690;1621;1497;1389;981;660;561;440;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Domenica
73122;04/02/2024;2.26 2.25 4 1;170;127;79;39;43;57;57;119;200;360;409;523;462;377;302;319;411;385;358;413;336;207;121;128;182;1;spira;574;2574;21400;VIA EMILIA PONENTE;8711;8693;4000/343434;A;254;NO;56;11.287.461.221.671;445.123.626.162.894;44.5123626162894, 11.287461221671;451;Domenica
73125;04/02/2024;2.29 2.28 4 1;72;42;31;15;13;11;22;25;64;135;160;221;208;129;157;159;157;159;176;169;134;78;51;50;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Domenica
73126;04/02/2024;2.29 2.30 8 1;149;69;43;50;41;48;78;77;146;272;310;362;329;239;234;307;317;345;359;281;219;133;106;130;298;1;spira;38;2667;21400;VIA EMILIA PONENTE;8803;8796;4000/343434;A;15;E;250;113.045.448.702.598;445.071.858.270.783;44.5071858270783, 11.3045448702598;462;Domenica
73127;04/02/2024;2.30 2.29 4 1;102;54;40;26;17;29;35;45;78;115;161;202;211;180;149;167;163;205;202;209;190;95;86;73;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Domenica
73128;04/02/2024;2.30 2.30 6 1;404;144;58;51;28;62;169;197;294;459;555;761;926;372;354;397;665;819;800;682;439;296;236;175;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Domenica
73129;04/02/2024;2.30 2.31 8 1;35;21;16;20;23;31;21;23;28;33;40;46;47;34;30;55;39;52;47;39;40;24;26;36;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Domenica
73130;04/02/2024;2.31 2.32 8 1;65;43;29;26;30;46;41;46;70;100;139;125;162;127;114;123;107;141;145;160;125;60;72;65;292;1;spira;32;2700;21400;VIA EMILIA PONENTE;15769;8808;4000/343434;A;301;SE;245;11.315.609.591.241;445.033.097.580.172;44.5033097580172, 11.315609591241;473;Domenica
73133;04/02/2024;2.38 2.35 4 1;643;437;267;147;109;79;90;133;201;393;565;673;790;573;609;817;829;912;953;860;681;446;382;314;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Domenica
73269;05/02/2024;0.127 2.10 8 1;11;3;6;1;3;13;24;200;201;99;109;76;88;106;137;85;98;115;93;101;50;21;18;11;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Lunedì
73289;05/02/2024;0.127 2.73 6 1;32;18;6;14;10;32;92;255;261;248;245;261;237;208;216;253;283;279;253;200;136;78;76;54;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Lunedì
73381;05/02/2024;2.2 2.2 4 1;15;13;5;2;7;14;45;128;290;201;236;220;278;208;217;263;260;305;338;256;160;79;65;58;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Lunedì
73386;05/02/2024;2.18 0.127 4 1;125;76;29;34;65;169;340;1211;1590;1040;910;956;956;965;1093;1002;1251;1298;1360;1001;626;304;278;240;171;1;spira;562;2633;25430;VIALE M. KARAMCHAND GANDHI;4568;8763;4000/343434;A;25;O;70;113.087.294.098.062;444.991.747.026.869;44.4991747026869, 11.3087294098062;418;Lunedì
73387;05/02/2024;2.18 2.19 8 1;173;97;48;37;66;216;650;1971;2041;1643;1493;1426;1515;1518;1562;1529;1692;2103;2183;1785;1198;574;536;504;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Lunedì
73390;05/02/2024;2.19 2.19 8 1;135;77;42;31;45;133;417;1107;1237;1009;938;903;982;940;991;985;1025;1313;1351;1081;788;373;356;332;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Lunedì
73391;05/02/2024;2.19 2.32 6 1;12;8;3;3;2;12;39;128;180;133;103;117;110;142;114;144;203;185;167;148;87;66;50;32;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;113.170.094.340.646;444.988.944.328.703;44.4988944328703, 11.3170094340646;430;Lunedì
73399;05/02/2024;2.29 2.28 4 1;24;18;10;7;14;21;59;332;437;244;225;253;243;207;211;241;361;354;298;201;134;79;70;46;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Lunedì
73408;05/02/2024;2.38 3.7 8 1;97;44;15;20;64;82;289;915;1301;873;781;747;663;713;809;788;814;831;850;653;466;287;238;206;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Lunedì
73411;05/02/2024;2.82 2.19 8 1;12;7;2;2;0;13;34;223;213;128;101;102;113;144;129;145;204;213;239;175;106;40;37;25;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Lunedì
73551;06/02/2024;0.127 2.9 6 1;11;3;3;0;1;2;10;80;134;82;71;78;54;65;81;84;72;120;108;92;72;41;29;29;162;1;spira;549;3776;60200;VIA LUIGI VALERIANI;13075;4621;4000/343434;A;299;N;342;113.195.970.141.409;444.951.731.390.054;44.4951731390054, 11.3195970141409;99;Martedì
73552;06/02/2024;0.127 2.9 8 1;93;36;13;15;41;83;229;699;800;611;578;472;502;542;556;633;583;720;743;657;502;257;256;203;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Martedì
73559;06/02/2024;0.127 2.20 2 1;56;25;8;3;13;44;90;419;454;389;358;369;347;336;402;418;518;529;524;429;343;155;173;124;178;1;spira;570;7243;62250;VIA VITTORIO VENETO;14727;4677;4000/343434;A;23;S;156;113.190.584.470.408;444.973.300.969.747;44.4973300969747, 11.3190584470408;40;Martedì
73671;06/02/2024;2.2 2.2 4 1;27;15;12;5;9;24;57;150;286;257;230;247;244;222;230;222;308;333;312;262;215;95;86;66;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Martedì
73675;06/02/2024;2.8 0.127 8 1;64;38;12;14;34;76;197;812;902;670;543;581;545;498;487;593;636;694;696;637;475;213;236;181;97;1;spira;78;256;18000;VIA ANDREA COSTA;4571;4596;4000/343434;A;38;E;270;113.110.304.555.682;444.939.849.418.073;44.4939849418073, 11.3110304555682;504;Martedì
73680;06/02/2024;2.18 2.19 8 1;285;120;62;56;101;206;660;1990;2134;1786;1481;1410;1505;1524;1597;1613;1728;2221;2250;1884;1201;643;485;407;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Martedì
73681;06/02/2024;2.18 2.82 6 1;8;3;0;4;2;8;28;65;78;90;102;111;108;78;74;105;144;139;97;93;61;23;24;21;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Martedì
73685;06/02/2024;2.21 2.10 6 1;191;80;51;22;46;119;435;1253;1396;1163;987;966;1009;1051;1068;979;1124;1361;1497;1251;833;427;356;339;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Martedì
73690;06/02/2024;2.30 0.127 6 1;410;174;158;160;169;182;726;1848;1901;1508;1246;1205;1341;1253;1254;1173;1423;1640;1488;1219;789;414;418;334;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Martedì
73691;06/02/2024;2.31 2.30 4 1;142;66;39;24;48;89;231;714;940;785;806;790;813;797;852;766;901;778;863;732;594;278;250;314;293;1;spira;33;2681;21400;VIA EMILIA PONENTE;8776;8780;4000/343434;A;300;O;66;113.133.986.552.922;445.041.992.237.176;44.5041992237176, 11.3133986552922;472;Martedì
73692;06/02/2024;2.31 2.32 8 1;53;38;12;25;46;43;72;250;374;235;252;206;192;223;246;266;289;364;280;226;149;79;54;64;292;1;spira;32;2700;21400;VIA EMILIA PONENTE;15769;8808;4000/343434;A;301;SE;245;11.315.609.591.241;445.033.097.580.172;44.5033097580172, 11.315609591241;473;Martedì
73699;06/02/2024;2.82 2.18 2 1;51;15;4;7;11;44;90;334;426;336;337;340;331;290;353;311;387;439;457;356;244;100;82;79;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Martedì
73850;07/02/2024;0.127 2.30 6 1;109;46;32;39;57;148;545;1125;1129;874;803;762;842;792;853;746;829;1152;1054;840;513;354;256;237;296;2;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;53;Mercoledì
73852;07/02/2024;0.127 2.31 6 1;8;2;1;1;3;5;7;39;67;52;66;69;66;45;56;64;60;66;67;44;37;9;16;18;191;1;spira;583;7675;16750;VIA CIMABUE;15441;8846;4000/343434;A;302;N;335;11.314.438.289.839;445.033.998.910.462;44.5033998910462, 11.314438289839;56;Mercoledì
73854;07/02/2024;0.127 2.73 6 1;48;20;12;5;14;24;87;258;294;243;259;261;236;195;222;211;234;250;224;235;137;77;85;79;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Mercoledì
73855;07/02/2024;0.127 2.82 8 1;15;6;3;2;3;13;45;219;266;125;106;111;105;90;95;85;147;195;227;147;101;36;31;32;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Mercoledì
73958;07/02/2024;2.8 2.2 4 1;65;39;14;8;6;36;99;420;596;418;318;392;407;446;357;323;522;625;550;509;299;129;106;108;511;1;spira;866;4215;18000;VIA ANDREA COSTA;4571;4572;4000/343434;A;38;O;90;113.103.052.985.972;444.939.477.458.512;44.4939477458512, 11.3103052985972;505;Mercoledì
73967;07/02/2024;2.18 2.19 8 1;218;105;40;34;68;211;653;1995;2141;1699;1409;1343;1506;1496;1640;1537;1719;2212;2268;1868;1243;632;536;432;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Mercoledì
73971;07/02/2024;2.21 2.10 6 1;204;73;44;22;41;128;449;1250;1314;1145;922;996;1029;1125;1121;989;1185;1390;1438;1314;863;448;356;343;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Mercoledì
73972;07/02/2024;2.21 2.35 8 1;229;123;59;51;80;155;543;2093;2509;1989;1729;1568;1492;1572;1694;1645;1940;1979;1977;1720;1218;610;544;519;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Mercoledì
73974;07/02/2024;2.26 2.27 8 1;142;44;33;42;63;110;230;705;805;687;675;716;661;584;539;653;679;787;768;676;457;257;188;144;306;1;spira;46;6867;21400;VIA EMILIA PONENTE;8711;14459;4000/343434;A;254;E;240;112.878.487.733.012;44.512.090.924.049;44.512090924049, 11.2878487733012;452;Mercoledì
73979;07/02/2024;2.29 2.28 4 1;30;17;18;8;10;23;66;340;442;265;203;253;236;216;210;238;356;322;317;256;171;89;70;48;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Mercoledì
73981;07/02/2024;2.30 0.127 2 1;776;530;360;286;390;359;527;1594;1994;1657;1518;1563;1618;1675;1875;1835;2137;2259;2196;1811;1213;723;720;739;188;1;spira;580;6122;45190;VIALE SANDRO PERTINI;13345;13882;4000/343434;A;16;S;157;11.309.082.303.102;445.053.154.347.885;44.5053154347885, 11.309082303102;466;Mercoledì
73982;07/02/2024;2.30 2.31 8 1;18;8;5;6;13;15;44;71;88;78;62;55;46;51;69;57;68;72;70;58;46;22;18;17;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Mercoledì
73983;07/02/2024;2.31 2.30 4 1;203;83;45;25;54;86;217;700;954;791;687;743;777;736;848;746;817;888;838;785;582;312;303;299;293;1;spira;33;2681;21400;VIA EMILIA PONENTE;8776;8780;4000/343434;A;300;O;66;113.133.986.552.922;445.041.992.237.176;44.5041992237176, 11.3133986552922;472;Mercoledì
73984;07/02/2024;2.31 2.82 2 1;30;17;3;3;2;31;61;179;241;203;228;243;234;192;223;236;271;303;265;257;166;78;57;45;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Mercoledì
73985;07/02/2024;2.33 0.127 2 1;62;27;20;7;6;23;66;255;371;283;235;225;271;313;300;300;399;469;469;356;246;139;119;95;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Mercoledì
73987;07/02/2024;2.35 1.9 2 1;48;18;18;8;17;38;97;268;392;393;335;286;270;281;306;312;356;352;398;350;263;122;120;98;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Mercoledì
73988;07/02/2024;2.35 2.38 8 1;77;44;11;17;30;57;165;724;923;711;588;578;507;554;604;560;618;677;676;601;426;206;170;150;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Mercoledì
73989;07/02/2024;2.38 2.35 4 1;203;101;53;33;47;107;259;739;869;737;704;860;886;877;867;833;950;1034;1023;930;666;414;350;364;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Mercoledì
73990;07/02/2024;2.40 2.21 8 1;183;83;48;31;54;150;544;1732;1793;1352;1194;1054;1120;1182;1290;1189;1330;1586;1678;1453;1002;474;405;352;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Mercoledì
73991;07/02/2024;2.82 2.19 8 1;26;5;5;2;3;12;37;217;244;121;126;130;109;140;155;126;204;226;262;167;129;75;53;37;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Mercoledì
74000;07/02/2024;3.7 2.38 4 1;146;70;42;28;41;76;184;460;517;462;453;531;526;579;528;506;611;647;645;545;413;272;238;244;388;1;spira;141;5096;54950;VIALE ANTONIO SILVANI;10158;16697;4000/343434;A;147;SO;126;113.322.047.011.224;445.021.303.998.721;44.5021303998721, 11.3322047011224;660;Mercoledì
74131;08/02/2024;0.127 2.5 4 1;21;4;3;5;1;7;21;114;197;148;129;123;125;141;113;107;176;156;196;193;151;66;37;42;589;1;spira;538;4229;29800;VIA ALESSANDRO GUIDOTTI;4663;4664;4000/343434;A;337;S;187;113.260.133.446.752;444.905.328.608.867;44.4905328608867, 11.3260133446752;70;Giovedì
74134;08/02/2024;0.127 2.9 6 1;19;6;2;0;2;1;19;57;108;75;47;56;61;56;70;54;94;85;116;114;97;32;26;22;162;1;spira;549;3776;60200;VIA LUIGI VALERIANI;13075;4621;4000/343434;A;299;N;342;113.195.970.141.409;444.951.731.390.054;44.4951731390054, 11.3195970141409;99;Giovedì
74135;08/02/2024;0.127 2.9 8 1;129;37;26;15;33;63;231;707;794;708;658;612;602;528;590;545;630;732;764;701;507;296;355;248;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Giovedì
74141;08/02/2024;0.127 2.20 2 1;86;44;13;9;15;37;93;396;439;389;333;384;351;347;408;460;524;560;607;463;288;167;136;122;178;1;spira;570;7243;62250;VIA VITTORIO VENETO;14727;4677;4000/343434;A;23;S;156;113.190.584.470.408;444.973.300.969.747;44.4973300969747, 11.3190584470408;40;Giovedì
74145;08/02/2024;0.127 2.33 2 1;139;50;24;15;20;65;170;651;852;650;566;583;559;578;596;718;721;913;991;747;493;303;244;216;288;1;spira;28;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;S;160;113.217.226.486.705;445.013.990.198.351;44.5013990198351, 11.3217226486705;59;Giovedì
74146;08/02/2024;0.127 2.33 6 1;45;12;7;0;7;21;122;466;592;386;266;241;265;224;274;256;320;357;342;290;211;114;86;92;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;113.215.733.072.765;445.009.942.351.004;44.5009942351004, 11.3215733072765;60;Giovedì
74147;08/02/2024;0.127 2.33 10 1;115;48;24;16;25;62;146;471;584;466;425;439;430;448;438;509;507;599;636;495;378;254;205;187;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Giovedì
74224;08/02/2024;2.2 2.2 8 1;92;43;23;11;31;76;205;719;920;742;658;627;651;551;611;622;678;719;783;733;486;299;272;238;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Giovedì
74231;08/02/2024;2.9 2.20 6 1;11;2;3;0;1;4;13;156;237;92;51;56;37;36;59;54;54;85;81;76;56;19;28;29;164;1;spira;551;7291;18600;VIA DELLA CROCETTA;4678;14760;4000/343434;A;298;N;354;113.184.727.885.428;444.953.746.950.273;44.4953746950273, 11.3184727885428;516;Giovedì
74236;08/02/2024;2.18 2.19 8 1;240;101;31;28;78;213;640;1904;2035;1801;1404;1416;1477;1536;1562;1644;1812;2199;2215;1943;1299;684;559;467;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Giovedì
74237;08/02/2024;2.18 2.82 6 1;9;6;5;3;3;9;28;62;80;94;100;99;80;60;90;131;157;113;115;107;83;30;20;13;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Giovedì
74239;08/02/2024;2.19 2.19 6 1;51;16;3;6;8;39;131;484;553;439;383;372;368;369;403;420;418;535;459;391;278;162;121;124;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Giovedì
74240;08/02/2024;2.19 2.19 7 1;58;11;4;1;12;46;218;728;778;662;521;430;456;534;499;549;614;776;778;684;445;234;169;140;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Giovedì
