;Unnamed: 0;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana;edge_id
31420;80596;19/02/2024;0.127 2.10 10 2;22;9;5;4;6;18;72;158;168;135;114;126;126;142;134;116;140;159;153;146;94;54;53;40;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328.173.238.949;444.948.641.751.239;44.4948641751239, 11.328173238949;28;Lunedì;a201
31448;80707;19/02/2024;2.19 0.127 8 1;42;26;12;9;11;40;162;555;649;413;355;347;325;380;433;399;508;582;579;463;304;150;120;72;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Lunedì;b47
31452;80729;19/02/2024;2.95 2.4 6 1;106;57;14;13;24;64;204;629;632;666;595;632;610;644;715;636;670;737;762;714;446;262;217;185;623;1;spira;956;304;52950;VIA SARAGOZZA;4657;4539;4000/343434;A;371;SO;109;113.208.167.613.095;444.896.143.680.428;44.4896143680428, 11.3208167613095;518;Lunedì;a195
31498;81143;21/02/2024;0.127 2.33 6 1;35;19;5;3;11;19;119;458;632;450;276;263;238;255;284;285;299;358;393;330;228;104;97;71;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;113.215.733.072.765;445.009.942.351.004;44.5009942351004, 11.3215733072765;60;Mercoledì;b55
31499;81144;21/02/2024;0.127 2.33 10 1;94;52;18;12;20;59;163;503;604;507;416;408;451;440;457;484;526;655;625;525;382;253;235;201;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Mercoledì;b53
31560;81246;21/02/2024;2.6 2.10 6 1;153;65;28;21;37;82;278;1318;1594;1209;962;1058;1022;1098;1118;1061;1198;1310;1219;1169;738;420;361;334;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Mercoledì;a210
31562;81249;21/02/2024;2.9 2.20 6 1;15;6;2;2;0;5;8;161;206;93;43;50;54;53;40;32;71;71;66;80;56;24;35;26;164;1;spira;551;7291;18600;VIA DELLA CROCETTA;4678;14760;4000/343434;A;298;N;354;113.184.727.885.428;444.953.746.950.273;44.4953746950273, 11.3184727885428;516;Mercoledì;a191
31566;81258;21/02/2024;2.30 2.31 8 1;19;6;7;4;21;17;39;84;86;99;87;64;78;54;52;63;67;81;89;79;42;20;26;27;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Mercoledì;b8
31567;81261;21/02/2024;2.35 1.9 2 1;67;36;18;8;20;36;108;333;386;484;345;331;327;316;314;330;351;422;435;386;290;161;140;126;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Mercoledì;a55
31568;81262;21/02/2024;2.35 2.34 4 1;195;76;52;27;47;104;246;887;834;848;768;711;877;869;834;870;862;1056;1074;983;678;425;393;413;285;1;spira;25;2860;52400;VIA AURELIO SAFFI;15233;8834;4000/343434;A;21;O;66;113.266.685.739.012;444.994.937.005.152;44.4994937005152, 11.3266685739012;484;Mercoledì;b12
31569;81263;21/02/2024;2.35 2.38 8 1;82;43;21;13;29;58;200;706;925;843;575;572;584;556;616;610;637;692;693;617;409;224;186;181;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Mercoledì;a204[1][1]
31570;81264;21/02/2024;2.38 3.7 8 1;113;57;30;34;45;92;297;1014;1291;1081;746;706;752;758;792;752;822;919;908;803;565;308;270;269;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Mercoledì;a204[1][1]
31571;81265;21/02/2024;2.40 2.21 8 1;190;87;49;34;52;165;549;1654;1823;1696;1160;1115;1119;1143;1222;1230;1330;1592;1649;1578;1065;522;408;367;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Mercoledì;a122
31574;81269;21/02/2024;2.95 2.4 6 1;178;53;16;16;29;68;201;636;644;697;600;606;673;707;674;717;664;696;714;755;647;321;300;328;623;1;spira;956;304;52950;VIA SARAGOZZA;4657;4539;4000/343434;A;371;SO;109;113.208.167.613.095;444.896.143.680.428;44.4896143680428, 11.3208167613095;518;Mercoledì;a195
31684;81422;22/02/2024;0.127 2.73 2 1;43;11;9;3;10;16;51;189;81;110;191;419;292;282;260;246;363;377;418;291;347;143;91;97;201;1;spira;594;257;4450;VIA IRMA BANDIERA;4597;4598;4000/343434;A;41;S;157;113.126.409.560.121;444.920.995.509.245;44.4920995509245, 11.3126409560121;79;Giovedì;a103
31730;81547;22/02/2024;2.38 3.7 8 1;163;63;24;28;63;88;272;948;1240;927;784;724;688;752;796;813;879;917;963;842;593;351;283;291;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Giovedì;a204[1][1]
31731;81548;22/02/2024;2.40 2.21 8 1;197;88;25;40;71;161;539;1639;1836;1437;1153;1144;1106;1168;1260;1218;1441;1560;1814;1681;1107;565;465;411;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Giovedì;a122
31763;81696;23/02/2024;0.127 2.10 10 1;24;14;3;5;5;11;28;206;317;232;182;191;198;244;265;223;274;334;316;317;146;59;54;84;917;2;spira;1097;8745;44950;VIALE CARLO PEPOLI;16675;16677;4000/343434;A;338;;14;113.287.720.902.502;444.937.218.654.403;44.4937218654403, 11.3287720902502;27;Venerdì;a43[0]
31764;81698;23/02/2024;0.127 2.18 8 1;266;101;45;52;101;200;697;1983;2076;1693;1542;1449;1619;1678;1812;1886;1956;2153;2107;1779;1511;774;783;914;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Venerdì;b2[1][1][1]b
31765;81700;23/02/2024;0.127 2.18 10 2;6;0;1;4;2;5;21;23;41;49;57;58;50;45;36;59;83;64;116;129;59;17;23;68;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Venerdì;b20+19a
31766;81701;23/02/2024;0.127 2.19 10 1;27;8;2;2;17;33;93;322;402;245;209;226;251;255;262;249;306;326;305;216;193;96;83;208;942;2;spira;1222;358;58000;VIA TOLMINO;4680;16850;4000/343434;A;24;NE;297;113.160.312.523.868;444.974.672.343.601;44.4974672343601, 11.3160312523868;39;Venerdì;b38[0]
31768;81703;23/02/2024;0.127 2.30 2 1;163;80;41;32;41;132;303;808;977;838;775;912;1040;1083;1075;1104;1212;1205;1229;1259;832;371;338;369;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Venerdì;b4[1][1][1]
31769;81704;23/02/2024;0.127 2.30 6 1;117;41;23;40;45;149;527;1243;1249;943;805;904;903;898;1069;1089;1072;1198;1016;1070;830;412;414;866;296;2;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;53;Venerdì;b4[1][1][0]
31817;81825;23/02/2024;2.6 4.47 4 1;237;95;41;34;43;136;457;1298;1348;1116;1028;1037;1195;1153;1246;1322;1345;1377;1326;1082;927;498;541;1584;20;1;spira;90;8620;1350;VIALE ANTONIO ALDINI;16662;16521;4000/343434;A;49;SE;250;113.297.300.781.334;444.900.319.161.705;44.4900319161705, 11.3297300781334;501;Venerdì;a210
31818;81828;23/02/2024;2.9 2.10 8 1;137;50;24;22;35;76;253;681;779;659;630;565;555;614;631;629;698;717;641;434;422;278;285;690;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Venerdì;a20001+87[1][0]
31827;81843;23/02/2024;2.30 0.127 2 1;409;225;98;89;127;265;579;1566;1883;1622;1522;1783;1916;1956;1999;2014;2207;2303;2311;2396;1739;818;784;1033;188;1;spira;580;6122;45190;VIALE SANDRO PERTINI;13345;13882;4000/343434;A;16;S;157;11.309.082.303.102;445.053.154.347.885;44.5053154347885, 11.309082303102;466;Venerdì;b3[1]
31828;81849;23/02/2024;2.35 2.34 4 1;243;125;53;45;83;112;264;861;835;833;844;881;977;1000;971;1022;931;1012;903;950;861;1376;989;475;285;1;spira;25;2860;52400;VIA AURELIO SAFFI;15233;8834;4000/343434;A;21;O;66;113.266.685.739.012;444.994.937.005.152;44.4994937005152, 11.3266685739012;484;Venerdì;b12
31905;81984;24/02/2024;0.127 2.5 4 1;42;22;14;7;2;4;17;31;63;88;131;255;169;147;83;120;108;121;157;148;144;61;49;43;589;1;spira;538;4229;29800;VIA ALESSANDRO GUIDOTTI;4663;4664;4000/343434;A;337;S;187;113.260.133.446.752;444.905.328.608.867;44.4905328608867, 11.3260133446752;70;Sabato;a60
31906;82005;24/02/2024;0.127 2.30 2 1;280;154;117;80;59;104;168;404;548;680;866;955;982;878;741;818;811;853;839;853;697;364;373;336;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Sabato;b4[1][1][1]
31935;82118;24/02/2024;2.5 2.95 6 1;326;328;191;124;78;80;154;501;637;721;802;815;939;878;785;817;792;802;733;879;741;404;402;551;19;1;spira;88;325;52950;VIA SARAGOZZA;4665;4651;4000/343434;A;337;O;90;113.258.609.026.138;444.903.451.512.572;44.4903451512572, 11.3258609026138;497;Sabato;a60
31938;82132;24/02/2024;2.30 2.30 6 1;308;168;71;55;54;104;281;492;613;718;767;879;1003;660;673;808;790;798;825;815;554;351;316;416;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Sabato;b4[1][1][0]
31939;82133;24/02/2024;2.30 2.31 8 1;37;28;8;16;26;26;34;44;54;58;57;62;48;51;50;60;39;60;64;60;37;36;28;45;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Sabato;b8
31940;82136;24/02/2024;2.33 0.127 2 1;108;73;51;41;27;20;46;126;167;221;238;273;342;270;224;239;253;303;248;306;234;137;114;157;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Sabato;b55
31941;82141;24/02/2024;2.38 3.7 8 1;308;164;105;75;76;106;199;429;557;655;709;782;835;729;666;808;687;808;686;756;615;482;409;437;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Sabato;a204[1][1]
32015;82253;13/01/2024;0.127 2.31 1 1;11;8;7;10;8;8;15;35;40;46;49;40;60;54;34;35;27;31;35;39;33;17;15;11;614;1;spira;948;2742;41430;LARGO BARTOLO NIGRISOLI;8761;15769;4000/343434;A;301;S;155;113.156.585.697.439;445.039.310.321.156;44.5039310321156, 11.3156585697439;54;Sabato;b71
32050;82346;13/01/2024;2.10 1.11 4 1;135;81;57;37;24;39;66;178;233;282;298;347;379;292;248;272;307;341;345;320;338;235;175;236;262;1;spira;857;8713;30500;PIAZZA DI PORTA S.ISAIA;16678;56;4000/343434;A;338;E;256;11.328.674.717.615;44.494.620.361.561;44.494620361561, 11.328674717615;400;Sabato;a134
32051;82347;13/01/2024;2.10 2.6 6 1;423;270;173;102;73;112;255;783;878;913;1073;1160;1432;1144;1028;971;1183;1147;1182;1375;1044;605;544;745;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Sabato;a43[1]
32056;82353;13/01/2024;2.18 2.82 6 1;22;7;10;6;4;8;19;31;52;119;140;152;116;81;67;97;107;107;99;72;56;53;28;38;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Sabato;b23
32057;82354;13/01/2024;2.19 0.127 8 1;103;68;32;17;21;40;87;232;305;346;445;496;522;412;369;371;397;462;417;397;357;206;159;172;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Sabato;b47
32058;82357;13/01/2024;2.19 2.19 7 1;127;59;17;6;13;46;98;354;380;444;570;593;715;494;500;543;558;613;617;639;476;282;233;313;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Sabato;b2[1][0]
32059;82358;13/01/2024;2.21 2.10 6 1;401;252;150;93;73;112;202;704;760;739;964;1009;1268;976;851;947;1036;1000;1037;1169;941;565;492;656;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Sabato;a201
32064;82367;13/01/2024;2.30 0.127 6 1;312;153;86;78;72;138;382;612;824;1016;1231;1317;1494;1225;1056;1165;1186;1274;1230;1244;912;540;440;538;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Sabato;b4[1][1][1]
32065;82368;13/01/2024;2.30 2.29 4 1;84;34;43;21;20;38;57;88;163;200;232;299;288;282;208;199;232;252;267;252;202;135;91;110;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Sabato;b10
32066;82372;13/01/2024;2.35 2.34 4 1;625;304;224;105;105;130;152;381;565;645;719;930;947;885;855;1212;1141;1122;1141;1044;862;505;531;598;285;1;spira;25;2860;52400;VIA AURELIO SAFFI;15233;8834;4000/343434;A;21;O;66;113.266.685.739.012;444.994.937.005.152;44.4994937005152, 11.3266685739012;484;Sabato;b12
32068;82375;13/01/2024;2.82 2.18 2 2;71;38;21;10;14;33;47;134;202;286;411;424;342;330;273;307;360;336;359;348;255;125;92;168;269;1;spira;922;4568;36250;VIA MARZABOTTO;8776;8777;4000/343434;A;300;S;155;113.132.064.397.937;445.039.186.889.583;44.5039186889583, 11.3132064397937;508;Sabato;b17[1]
32069;82376;13/01/2024;2.82 2.31 6 1;30;9;4;4;7;12;27;68;79;126;133;180;192;141;105;121;118;153;141;125;97;53;47;48;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Sabato;b17[1]
32160;82506;14/01/2024;0.127 2.8 4 1;85;67;43;22;20;20;15;41;78;99;187;212;216;149;152;144;140;162;148;154;104;76;61;51;597;1;spira;546;256;18000;VIA ANDREA COSTA;4596;4571;4000/343434;A;38;O;109;113.112.243.441.924;44.494.098.107.005;44.494098107005, 11.3112243441924;83;Domenica;a77[1][1]
32161;82510;14/01/2024;0.127 2.19 6 1;184;121;70;47;32;42;48;90;152;354;429;487;535;337;320;376;345;434;423;322;269;193;153;106;174;1;spira;565;343;39600;VIA MONTEFIORINO;4614;4680;4000/343434;A;24;N;337;113.160.137.227.682;444.972.742.515.867;44.4972742515867, 11.3160137227682;38;Domenica;a11
32200;82624;14/01/2024;2.19 2.19 8 1;586;273;147;92;87;90;121;212;376;602;791;965;1128;837;827;1041;1069;1119;921;929;661;487;319;235;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Domenica;b2[1][0]
32201;82625;14/01/2024;2.19 2.20 8 1;613;259;132;72;74;83;116;172;328;562;789;918;1096;818;820;1104;1160;1184;995;920;734;496;301;206;359;1;spira;107;4231;58000;VIA TOLMINO;4680;4679;4000/343434;A;24;E;270;113.165.523.765.202;444.974.351.312.945;44.4974351312945, 11.3165523765202;429;Domenica;a71
32202;82626;14/01/2024;2.19 2.32 6 1;75;29;9;14;9;8;15;29;13;58;96;115;169;107;113;88;128;111;106;94;81;70;34;20;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;113.170.094.340.646;444.988.944.328.703;44.4988944328703, 11.3170094340646;430;Domenica;b38[1][0]
32205;82634;14/01/2024;2.31 2.82 2 1;77;36;21;15;8;16;16;43;71;145;169;210;272;145;128;152;164;197;180;169;123;99;45;49;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Domenica;b17[0]
32208;82640;14/01/2024;2.95 2.4 6 1;431;282;174;113;39;48;56;117;231;398;476;552;608;452;492;537;602;705;521;532;431;287;239;220;623;1;spira;956;304;52950;VIA SARAGOZZA;4657;4539;4000/343434;A;371;SO;109;113.208.167.613.095;444.896.143.680.428;44.4896143680428, 11.3208167613095;518;Domenica;a195
32209;82641;14/01/2024;2.95 2.5 2 1;50;27;32;10;3;8;9;20;34;75;54;82;86;62;67;72;65;80;90;74;55;25;30;30;624;1;spira;957;304;52950;VIA SARAGOZZA;4539;4657;4000/343434;A;371;NE;289;113.209.092.063.132;444.895.928.457.479;44.4895928457479, 11.3209092063132;519;Domenica;a195
32288;82779;15/01/2024;0.127 2.30 2 1;108;43;29;14;57;118;548;808;757;985;1115;1013;1066;1078;1101;1108;1118;1016;1054;1151;755;381;566;326;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Lunedì;b4[1][1][1]
32289;82781;15/01/2024;0.127 2.33 6 1;35;10;6;2;11;35;123;459;651;514;312;253;254;300;325;319;388;397;420;337;190;97;79;50;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;113.215.733.072.765;445.009.942.351.004;44.5009942351004, 11.3215733072765;60;Lunedì;b55
32290;82782;15/01/2024;0.127 2.33 10 1;89;39;22;19;31;62;126;467;621;547;450;453;488;545;512;571;602;616;662;527;349;210;294;246;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Lunedì;b53
32322;82917;15/01/2024;2.30 0.127 2 1;285;145;96;47;121;250;655;1607;1613;1667;1668;1773;1735;1809;1934;1882;2075;2024;2016;2022;1377;753;1041;795;188;1;spira;580;6122;45190;VIALE SANDRO PERTINI;13345;13882;4000/343434;A;16;S;157;11.309.082.303.102;445.053.154.347.885;44.5053154347885, 11.309082303102;466;Lunedì;b3[1]
32323;82922;15/01/2024;2.38 3.7 8 1;85;56;29;28;44;85;262;1005;1184;990;806;691;768;770;781;737;919;885;867;854;476;295;208;157;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Lunedì;a204[1][1]
32326;82925;15/01/2024;2.95 2.5 2 1;9;8;1;2;2;5;34;126;170;129;96;82;94;124;123;97;117;155;129;119;79;30;20;23;624;1;spira;957;304;52950;VIA SARAGOZZA;4539;4657;4000/343434;A;371;NE;289;113.209.092.063.132;444.895.928.457.479;44.4895928457479, 11.3209092063132;519;Lunedì;a195
32390;83203;16/01/2024;2.30 0.127 6 1;126;82;42;41;64;201;938;1469;1492;1472;1334;1414;1425;1249;1388;1171;1354;1414;1414;1276;841;524;390;368;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Martedì;b4[1][1][1]
32391;83204;16/01/2024;2.30 2.29 4 1;35;22;7;7;15;38;124;297;345;395;384;428;396;398;419;386;410;406;405;399;304;153;113;92;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Martedì;b10
32392;83205;16/01/2024;2.30 2.30 6 1;64;45;29;26;40;142;570;904;654;850;840;762;806;815;815;770;786;1047;880;849;522;346;270;218;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Martedì;b4[1][1][0]
32393;83206;16/01/2024;2.30 2.31 8 1;22;19;17;6;24;21;39;83;104;108;99;89;89;70;71;73;64;86;84;76;39;21;19;27;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Martedì;b8
32428;83349;17/01/2024;0.127 2.73 2 1;39;10;3;4;4;12;47;203;372;252;209;270;258;198;242;239;269;354;393;328;205;117;76;59;201;1;spira;594;257;4450;VIA IRMA BANDIERA;4597;4598;4000/343434;A;41;S;157;113.126.409.560.121;444.920.995.509.245;44.4920995509245, 11.3126409560121;79;Mercoledì;a103
32467;83437;17/01/2024;2.6 2.10 6 1;170;73;27;27;36;74;271;1165;1619;1227;1018;997;1009;1111;1082;1018;1247;1261;1131;1067;861;395;295;287;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Mercoledì;a210
32468;83438;17/01/2024;2.6 4.47 4 1;179;64;23;11;30;105;484;1243;1515;1345;1020;1082;1112;1145;1142;1140;1299;1316;1326;1350;986;506;412;419;20;1;spira;90;8620;1350;VIALE ANTONIO ALDINI;16662;16521;4000/343434;A;49;SE;250;113.297.300.781.334;444.900.319.161.705;44.4900319161705, 11.3297300781334;501;Mercoledì;a210
32470;83441;17/01/2024;2.9 2.10 8 1;97;31;22;19;22;65;232;644;778;680;536;567;635;538;590;584;638;658;750;631;503;336;267;228;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Mercoledì;a20001+87[1][0]
32471;83442;17/01/2024;2.9 2.20 6 1;13;8;3;3;3;3;12;156;214;74;34;50;60;45;50;44;53;63;74;88;63;27;30;24;164;1;spira;551;7291;18600;VIA DELLA CROCETTA;4678;14760;4000/343434;A;298;N;354;113.184.727.885.428;444.953.746.950.273;44.4953746950273, 11.3184727885428;516;Mercoledì;a191
32472;83443;17/01/2024;2.10 2.6 6 1;189;79;26;18;33;119;516;1272;1383;1337;1144;1159;1145;1289;1263;1161;1279;1467;1578;1485;1072;557;479;426;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Mercoledì;a43[1]
32475;83448;17/01/2024;2.18 0.127 4 1;155;73;23;22;38;126;294;1204;1700;1084;943;972;1089;1093;1043;1050;1337;1439;1394;1119;742;392;299;275;171;1;spira;562;2633;25430;VIALE M. KARAMCHAND GANDHI;4568;8763;4000/343434;A;25;O;70;113.087.294.098.062;444.991.747.026.869;44.4991747026869, 11.3087294098062;418;Mercoledì;b2[1][1][1]b
32476;83452;17/01/2024;2.19 2.82 4 1;15;7;3;0;2;12;30;136;215;125;127;137;121;106;112;122;215;206;172;140;111;68;51;38;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Mercoledì;b26.-170
32483;83463;17/01/2024;2.33 0.127 6 1;39;22;16;16;23;50;147;535;711;594;350;329;313;310;343;327;365;446;456;406;249;143;105;92;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Mercoledì;b53
32484;83466;17/01/2024;2.35 2.38 8 1;71;41;20;18;27;60;198;670;863;829;597;542;537;516;597;606;667;669;657;586;426;223;206;156;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Mercoledì;a204[1][1]
32487;83469;17/01/2024;2.38 2.35 4 1;173;82;38;24;29;99;235;718;878;774;769;788;798;829;812;839;962;1054;1006;950;684;404;382;384;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Mercoledì;a203[0]
32490;83474;17/01/2024;2.95 2.5 2 1;17;4;3;2;3;9;25;134;147;135;88;80;85;115;122;83;99;123;124;117;85;36;21;32;624;1;spira;957;304;52950;VIA SARAGOZZA;4539;4657;4000/343434;A;371;NE;289;113.209.092.063.132;444.895.928.457.479;44.4895928457479, 11.3209092063132;519;Mercoledì;a195
32579;83619;18/01/2024;0.127 2.73 6 1;46;18;5;7;15;20;79;281;282;235;224;247;220;183;227;221;250;244;269;202;138;90;97;66;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Giovedì;a104
